holder_id,target_id,label
11300,438,1
8427,1489,1
11309,777,1
11309,488,1
8468,855,1
11309,269,1
8352,8,1
3241,1496,1
8480,1222,1
3806,492,1
8374,1497,1
8270,35,1
9394,19,1
8466,164,1
8319,146,1
8082,134,1
8243,253,1
4669,670,1
8380,447,1
11493,663,1
7973,18,1
8380,223,1
2223,69,1
8427,255,1
8270,1444,1
8585,894,1
8380,299,1
8509,1425,1
8166,319,1
8436,100,1
4698,976,1
8066,100,1
8110,189,1
8270,605,1
8060,1153,1
8522,1020,1
12755,51,1
8060,35,1
7845,91,1
8353,775,1
9529,364,1
5131,364,1
8155,1116,1
8155,364,1
4710,612,1
8663,54,1
8353,1307,1
7913,160,1
5869,1002,1
7876,61,1
2995,66,1
8270,215,1
9159,1127,1
7099,244,1
7099,594,1
8270,233,1
8535,117,1
11422,651,1
8569,364,1
8585,307,1
1764,26,-1
8602,428,1
5700,1422,1
8465,390,-1
8900,880,1
8525,879,1
5819,40,1
9626,1126,1
8625,1436,1
8589,38,1
7852,50,1
8207,47,1
8973,453,1
10528,10,1
12037,976,1
6454,693,1
12087,1175,1
8323,499,1
8323,13,1
8521,928,1
7048,195,1
8158,71,1
8627,547,1
8596,538,1
8602,1088,1
8486,23,1
12095,147,1
2403,55,1
12112,113,1
9020,191,1
9020,1061,1
8528,1258,1
5700,1646,1
8353,304,1
12222,372,1
8586,796,1
9306,1025,1
9626,640,1
8060,661,1
8589,12,1
9195,343,1
8602,300,1
8627,18,1
8047,249,1
5700,87,1
9626,824,1
12089,91,1
12786,453,-1
12110,18,1
8060,7,1
8589,255,1
8671,18,1
8589,1628,1
8620,5,1
5700,275,1
8633,47,1
8585,720,1
8645,45,1
8979,315,1
8199,344,1
8701,26,1
8738,384,1
8725,1327,1
7922,90,1
7995,3,1
12106,27,-1
8557,145,1
3806,3,1
7973,215,1
8929,340,1
8380,124,1
6695,90,1
8621,18,1
8800,18,1
12021,739,1
7135,61,1
11746,1250,1
11499,264,1
5487,724,1
8561,1709,1
8156,146,1
8701,466,1
9441,434,1
9577,30,1
7449,15,1
12069,90,1
12069,47,1
8674,886,1
12207,153,1
5922,386,-1
8492,59,1
8492,94,1
2793,1073,1
8380,1405,1
12015,343,1
8817,275,1
8817,257,1
9519,216,1
12062,545,1
7307,238,1
8218,32,1
8790,179,1
8564,565,1
8532,78,1
8559,1253,1
11691,271,1
11202,386,1
8807,356,1
7717,525,1
5131,369,1
9395,14,1
8844,530,1
2675,525,1
8890,933,1
4986,203,1
9198,865,1
8674,507,1
12078,1706,1
8674,1598,1
8674,799,1
9016,13,1
7135,937,1
8352,378,1
8674,547,1
12225,931,1
7946,502,1
6877,94,1
8915,425,1
12755,18,1
8393,53,1
8538,1710,1
8233,782,1
8352,1357,1
8126,343,1
7852,634,1
12636,22,1
7449,859,1
9029,7,1
8342,230,1
12073,539,1
8207,634,1
9423,1706,1
9812,85,1
11010,19,1
11010,119,1
12788,525,1
7863,150,1
10058,124,1
6573,119,1
8934,7,1
8207,10,1
1822,136,1
1837,85,1
8890,62,1
8060,1526,1
8876,17,1
5485,53,1
12786,911,1
12650,47,1
12650,90,1
7852,94,1
5990,824,1
8352,342,1
8738,55,1
8564,668,1
4252,32,1
12078,58,1
8404,511,1
8559,32,1
8559,416,1
8623,197,-1
8929,692,1
8999,1108,1
8775,525,-1
5768,272,1
8946,66,1
8811,445,1
9043,136,1
4128,273,1
7098,213,1
8693,13,1
4907,85,1
10254,668,1
5386,345,1
12186,198,1
7399,90,1
7313,1126,1
12351,551,-1
8738,1361,1
8352,466,1
8738,1693,1
3806,25,1
11357,402,1
8800,1074,1
4317,547,1
9553,857,1
6008,1261,1
8934,839,1
8934,711,1
12073,1405,1
10534,857,1
8444,1093,1
8989,857,1
8662,119,1
12664,205,1
8738,1666,1
11368,298,1
4317,187,1
11696,516,-1
5406,857,1
12154,93,1
9523,30,1
8353,613,1
10571,17,1
8859,360,1
9141,753,-1
9245,93,1
8974,551,1
8566,1061,1
7909,1253,1
11696,734,-1
6417,753,-1
9118,1478,1
12135,146,1
12135,47,1
12353,412,1
2037,136,1
12761,669,1
11853,93,1
10210,709,1
12547,471,1
8494,753,1
2798,114,-1
2798,194,-1
8732,753,1
4572,136,1
8209,669,1
7513,1136,1
3138,731,1
9135,136,1
8899,136,1
4410,136,-1
5168,1478,1
7846,857,1
8934,912,1
9124,1514,1
8859,230,1
7513,11,1
12793,857,1
11743,205,1
6818,669,1
12024,136,1
7499,832,1
9210,682,1
6302,136,1
9980,412,1
9980,544,1
7677,1478,1
9302,669,1
2576,93,1
8610,669,1
11072,857,1
9830,1389,1
6743,136,-1
8800,231,1
6008,669,1
6506,731,-1
8353,1023,1
12184,1445,-1
9172,640,1
8353,1071,1
9194,136,-1
9523,612,1
9141,1478,1
8353,1479,1
9172,290,1
12159,173,1
9180,1085,1
8843,1023,1
10210,14,1
12628,293,1
2615,124,1
12116,992,1
3724,154,1
9210,1506,1
7818,154,-1
9040,753,1
12225,449,1
12077,136,1
8144,752,1
12581,427,1
11977,407,1
8010,672,1
9040,1126,-1
10079,952,-1
6751,506,1
5168,1420,1
11980,1382,1
9149,124,1
9258,1052,1
8773,220,1
9242,1311,-1
9077,124,1
8066,439,-1
12592,85,1
10132,179,1
8431,551,1
12146,215,1
12146,34,1
12649,1231,-1
8662,136,-1
6304,93,1
9148,140,1
10321,1311,1
12162,983,-1
12177,269,1
9237,162,1
7919,1014,1
9495,245,-1
12062,186,1
11273,1606,1
9201,669,1
9201,513,1
8096,429,1
9021,136,1
1834,4,-1
9437,32,1
12643,803,-1
6839,7,1
11682,259,1
9344,32,1
12062,220,1
12421,190,1
9614,1311,1
10311,225,1
8439,310,-1
11336,538,-1
8674,7,1
8922,1443,1
9777,730,1
12062,505,1
5915,891,1
7223,7,1
11406,156,1
3344,190,1
3486,1431,1
10289,1059,1
8542,733,1
8714,570,1
11891,764,1
11711,1311,1
10992,658,-1
8915,822,-1
6741,951,1
6657,547,1
8965,319,1
12062,1422,1
11670,50,1
12073,1284,1
7889,31,1
10758,190,1
11898,299,1
8674,544,1
4267,190,1
5793,1311,-1
2303,154,1
9743,88,-1
12242,184,1
12790,624,1
9259,45,1
1431,39,1
6816,37,1
6439,362,1
9459,889,1
9388,386,1
8674,21,1
9735,50,1
9523,92,1
8349,574,1
5665,35,1
8296,565,1
11562,733,-1
10714,13,1
8325,226,1
8483,1311,1
9469,519,1
9469,341,1
9119,547,1
3036,66,1
2613,427,1
9445,969,1
7913,32,1
5550,1143,1
9404,1097,1
7195,796,1
8674,124,1
9462,1227,1
8842,1659,1
9566,3,1
8487,711,1
8458,782,1
9150,551,1
8884,49,1
9413,232,1
8674,35,1
8800,58,1
12155,238,1
7246,62,1
7246,1465,1
8674,232,1
9344,761,-1
9469,789,1
9418,164,-1
12191,503,1
7096,170,1
8676,340,1
5375,93,1
9513,1234,1
9566,4,1
7947,215,1
12242,1468,1
9447,124,1
8877,19,1
9437,340,1
6751,1159,1
9414,1706,1
6277,661,1
6816,1474,1
9484,633,1
8674,574,1
9523,879,1
12790,1132,-1
9518,71,1
9519,33,1
9694,43,1
9148,1014,1
9148,697,1
9148,31,1
7997,1182,1
10044,64,1
9475,251,1
5060,561,1
7890,311,1
9518,101,1
9708,7,1
9501,112,1
8695,776,1
5672,940,1
10030,1560,1
8653,36,1
9506,60,1
11747,127,1
6751,78,1
9560,17,1
8800,27,1
8487,541,1
9238,384,1
9735,661,1
8674,1028,1
8674,1518,1
8144,1544,1
9292,279,1
9293,1094,-1
8458,1126,1
9324,24,1
7537,634,1
2707,66,1
11297,451,1
12351,1536,1
9524,66,1
2259,14,1
9305,191,1
5915,1109,1
4157,15,1
4992,9,1
9505,320,1
8175,17,1
8784,855,1
3486,35,1
11043,407,1
11092,245,1
9721,1618,1
9559,435,1
12260,273,1
9437,177,1
9324,290,1
11640,878,-1
12122,1093,1
3206,333,1
9615,567,1
7226,72,1
12795,552,1
3130,245,1
9344,1049,1
9238,182,1
10086,78,1
6732,232,-1
8209,32,1
12678,620,1
8859,43,1
9553,1090,1
10358,92,1
10552,10,1
9470,88,-1
9551,340,1
9425,448,1
6273,81,1
9574,147,-1
6573,579,1
8674,1015,1
5496,81,1
12619,152,1
9881,27,1
9078,306,1
12755,375,1
5544,81,1
8142,16,1
9484,7,1
9179,122,1
3824,801,1
9515,112,1
8871,110,1
8938,179,1
2898,122,1
12211,472,1
9767,359,1
11043,800,1
8209,119,1
5619,1179,-1
4871,62,1
9564,353,1
3003,53,1
7754,813,1
3948,1601,1
11520,1618,1
9293,392,1
8799,1601,1
9210,438,1
9676,16,1
3298,9,1
11284,1094,1
5700,716,1
9473,1206,1
10180,181,1
9846,736,1
6477,49,1
11807,162,1
1917,105,-1
8794,172,-1
2592,619,-1
3225,17,1
7670,480,1
10070,98,1
6005,45,1
11278,619,1
5576,733,1
6442,71,1
9670,1687,1
12267,127,1
3653,172,-1
9809,454,1
9331,260,-1
11963,735,-1
9388,376,1
2565,1511,-1
9791,62,1
8226,175,1
11967,925,1
1836,346,1
8126,161,1
6886,15,1
11184,734,1
9829,438,1
12251,77,1
6983,127,1
9829,119,1
9760,1304,1
8059,127,1
9891,13,1
12262,941,1
9728,342,1
9834,43,1
3543,54,1
9425,360,1
3696,30,-1
9835,50,1
7305,739,1
10356,1090,1
12738,234,1
12738,688,1
9717,1512,1
12186,1099,1
8946,395,1
10113,670,1
9625,736,1
9625,254,1
11493,8,1
9874,433,-1
9892,117,-1
7973,559,1
9888,400,1
9580,50,1
10031,461,1
6967,739,1
5321,1546,1
12242,216,1
7678,1121,1
10552,179,1
3262,45,1
9871,86,1
4079,100,1
4079,43,1
9421,1225,1
8024,438,1
7135,477,-1
11928,100,1
6969,13,1
12687,133,1
9986,555,1
11021,343,1
2186,1588,1
8209,386,1
8209,547,1
12667,207,1
12204,228,1
12583,444,1
9743,32,1
12264,457,1
10291,115,1
12286,10,1
9774,1418,1
4435,1613,1
9390,5,-1
9950,145,1
9756,262,1
11841,421,1
9569,994,1
9341,752,1
9855,86,-1
9615,1677,1
9891,156,1
9681,17,1
5487,1126,1
10472,1692,1
9871,1125,-1
12708,285,-1
12277,13,1
7871,622,1
3880,905,1
9770,11,1
9756,75,1
9853,356,1
3737,316,1
10722,1409,1
10045,168,1
11375,768,1
7824,385,1
12280,628,1
10063,1539,1
9506,5,1
10051,5,1
7930,370,1
7930,449,1
8839,1143,1
9409,223,1
10667,445,1
12289,447,1
9925,619,1
9846,238,1
9757,146,1
10065,246,1
9862,1618,1
10697,737,1
10069,1618,1
8946,1402,1
12288,744,1
10592,20,1
4792,88,1
4015,1126,-1
9977,525,1
9899,79,1
9888,464,1
6969,50,1
9996,941,1
9074,76,1
9074,6,1
9845,668,-1
10055,931,1
6408,98,1
12246,1579,1
9888,792,1
6913,218,1
8979,32,1
9980,538,1
10400,47,1
5123,884,1
9062,1414,1
8515,1340,1
5767,291,1
12365,1232,1
9231,551,1
10237,145,1
10056,68,1
9314,991,-1
8859,367,1
10773,364,1
10023,1044,1
10023,120,1
10023,8,1
9853,168,1
12146,455,1
9574,1126,-1
8760,474,1
12289,1449,1
5858,976,1
10001,171,1
10308,892,1
12514,404,1
8515,1129,1
7814,541,1
10084,98,1
10673,566,1
9627,1012,-1
5261,948,1
11249,669,1
10958,378,1
9837,59,1
10167,22,1
9512,613,1
10056,6,1
9828,30,1
2255,62,1
12063,285,1
10006,45,1
5407,1575,1
5407,965,1
12365,415,1
12072,438,1
10198,1074,1
9373,907,1
12359,290,1
9998,832,1
12661,323,-1
10031,668,1
2144,91,1
12528,152,1
2843,266,1
10686,1660,1
9925,162,1
9888,1352,1
10079,7,1
9574,913,1
8896,32,1
12663,668,1
12304,83,1
5464,161,1
10405,4,1
10045,5,1
10184,85,1
11492,443,1
12146,83,1
12146,87,1
10128,91,1
7793,324,1
7449,1170,1
11244,1126,1
10009,60,1
10031,1275,1
10135,611,1
10328,1139,1
9996,502,1
10258,27,1
9985,126,1
2430,330,-1
9822,551,1
9822,582,1
5883,443,1
4858,1217,1
12491,813,1
9862,464,1
2653,90,-1
11845,94,1
3586,165,1
8955,640,-1
10891,68,1
3416,178,1
10061,1618,-1
6913,98,1
11916,7,1
6437,1014,-1
9906,79,1
10120,1391,1
9956,189,-1
9921,124,1
10038,1108,1
5285,920,1
7565,371,1
10936,6,1
7720,14,1
7720,146,1
10552,324,1
10035,1628,1
10031,12,1
12322,43,1
12466,983,1
6685,112,1
10167,37,1
10735,116,1
10036,396,1
7575,29,1
6881,511,1
1895,105,1
9888,53,1
9347,176,1
10389,54,1
9366,684,1
5487,1217,1
5487,299,1
4522,66,1
10389,1055,1
12124,20,1
2144,575,1
9985,941,1
12455,388,1
8740,630,1
9631,556,1
9048,1014,-1
8629,30,1
10328,1104,1
10359,30,1
9518,251,1
5983,870,-1
11774,1085,1
7000,93,1
10301,455,1
10404,354,1
12687,3,1
9869,4,1
2362,22,1
12222,121,1
10200,59,1
10189,978,1
6881,22,1
10669,1618,1
7016,905,1
11937,26,1
10258,249,1
12581,244,1
10031,467,1
4342,461,1
3269,1239,1
9606,575,1
6008,260,1
2113,6,1
7907,260,1
1850,25,1
10290,489,1
12222,7,1
5950,466,1
10456,551,1
4731,463,-1
10329,64,1
1991,68,1
2898,85,1
2280,1352,1
10387,618,1
9881,489,1
10456,324,1
3762,178,1
9822,60,1
5687,444,1
9716,246,1
10302,60,1
10316,343,-1
5927,165,1
12791,7,1
10031,93,1
10354,669,1
10562,467,1
4983,216,1
10202,640,-1
10472,414,1
11657,575,1
10372,1337,1
2532,116,-1
10650,1074,1
5702,93,1
10055,259,1
9587,22,1
6938,423,1
12385,231,1
6424,243,1
10535,32,1
7235,457,1
10572,684,1
12288,626,1
11219,35,1
5415,1448,1
6442,578,1
4015,50,-1
10403,575,1
7329,547,1
10456,27,1
12580,158,1
10389,5,1
11982,375,1
10366,1385,-1
8808,684,1
6066,69,1
10268,236,1
6408,487,1
10451,207,1
10286,285,1
3499,669,1
10031,547,-1
9818,356,1
10184,837,1
10010,7,1
10438,488,1
5743,720,1
6586,340,1
10419,360,1
10451,38,1
9280,404,1
8654,835,1
12319,1308,1
6881,267,1
8728,582,1
10198,869,1
4546,178,-1
10451,47,1
9949,16,1
10372,332,1
6881,215,1
10422,98,1
10325,1287,1
12347,869,1
10584,567,1
7703,958,-1
10338,121,1
2186,1311,1
4983,306,1
12307,242,1
5710,836,1
4692,20,1
12417,475,1
8989,23,1
12359,231,1
12294,115,1
11967,146,-1
9206,54,1
3476,20,1
9242,811,1
9757,178,1
10511,649,1
10424,1149,-1
11877,8,1
10119,256,1
10389,142,1
9829,54,1
10389,1133,1
6938,818,1
12411,113,-1
9965,241,1
6938,308,1
11481,7,1
9984,227,1
10645,180,1
10316,1364,1
10465,286,1
5350,7,1
1950,449,1
10661,60,1
4297,1662,1
4847,294,1
10544,7,1
10667,1466,1
9778,547,1
10215,8,1
9560,1013,-1
11338,263,1
10325,42,1
4575,354,1
5400,266,1
10073,855,1
4729,32,1
10576,54,1
3371,670,-1
10212,40,1
10542,299,1
10542,91,1
5490,1397,1
10557,1485,1
10714,195,1
10511,423,1
8630,866,1
10467,59,1
12322,115,1
12796,801,1
6871,1337,-1
3576,146,-1
3780,146,-1
12302,47,1
9900,1492,1
10645,361,1
12155,121,1
10038,236,1
12701,100,1
10100,38,1
10510,363,1
10608,60,1
12369,739,1
2142,782,1
10389,125,1
10739,551,1
12362,38,1
12253,236,1
5743,29,1
10739,354,1
10149,777,-1
10927,258,-1
9965,407,1
9965,1448,1
6435,1258,1
10584,120,1
10110,1230,1
11977,602,1
12234,830,1
12290,354,1
9457,58,1
9272,1091,1
10456,562,1
12348,1335,1
10167,76,1
4465,1424,1
12362,670,1
10687,1139,1
9502,1377,1
9829,1139,1
10672,505,1
10572,258,1
3173,1452,1
3416,54,1
2590,1579,-1
10510,156,1
10695,41,1
12692,363,1
10456,179,1
5743,43,1
10467,578,1
5157,1337,1
3003,132,1
10188,356,1
8422,1367,1
10456,231,1
5169,305,1
3828,652,1
10467,669,1
10687,1662,1
10809,445,1
10144,855,-1
10055,625,1
7314,17,1
6655,295,1
10703,559,1
12383,13,1
10438,1311,1
10438,256,1
10038,625,1
9982,197,1
9829,151,1
5100,175,1
10672,146,-1
12687,184,-1
9555,407,1
10584,1079,1
8296,1013,1
12388,27,1
10438,87,1
10438,124,1
8480,121,1
10529,175,1
10034,38,1
10110,1682,1
11150,236,1
10528,1074,1
12703,364,1
10664,177,1
10610,332,1
9892,698,1
9445,9,1
10664,1074,1
10703,631,1
10661,119,1
6284,25,1
12388,189,1
9817,352,1
10381,994,1
10381,1127,1
9536,120,1
9546,695,1
10678,98,1
9338,648,1
10703,303,1
5127,27,1
10661,98,1
9653,476,1
7665,119,1
9618,656,1
10135,62,1
10635,5,1
10479,670,1
10722,47,1
6850,878,1
10739,1311,1
6818,486,1
5708,985,1
10703,832,1
10289,1045,1
5610,215,1
12381,18,1
3217,670,1
9526,741,1
12701,648,1
6008,1270,1
10574,1687,1
10746,670,1
10438,976,1
12696,47,1
2144,987,1
10643,492,1
10643,1479,1
10223,43,1
10670,670,1
10739,102,1
1877,76,1
12394,63,1
9835,18,1
3886,1044,1
10491,295,1
10739,300,1
11553,1618,1
12393,525,1
10438,154,1
10162,878,1
10162,422,1
12062,27,1
4582,516,1
9426,774,1
12747,441,1
7078,388,1
10686,43,1
3325,364,1
5721,739,1
6793,788,1
11556,1155,1
12323,32,1
10703,258,1
10684,84,1
9645,175,1
10632,98,1
7730,1215,-1
9501,267,1
9214,865,1
9214,249,1
10678,865,1
9428,37,1
8965,20,1
5400,92,1
5687,1079,1
7621,1493,1
10746,7,1
12359,920,1
9936,364,1
10739,1338,1
11958,439,-1
10517,388,1
12393,698,1
6477,668,1
12694,641,1
10574,1079,1
10268,900,-1
7269,76,1
9892,606,1
10491,1127,1
12290,364,1
10491,1579,1
10531,8,1
8601,390,1
11774,613,1
9502,311,1
10745,551,1
6872,275,1
10381,698,1
10034,466,1
10672,213,1
5598,388,-1
2250,1040,1
5489,388,1
10964,364,1
3970,389,1
12045,1372,1
5539,449,1
3314,1040,1
12383,153,1
11541,349,1
3385,35,1
7630,186,1
11795,670,-1
3864,1064,1
4999,507,1
1796,102,1
8771,244,1
6684,81,1
3868,389,1
6076,1435,1
5623,627,1
5623,54,1
6298,1576,1
2242,465,-1
6843,147,1
5582,22,1
4845,362,-1
8645,92,1
11478,1014,1
6983,462,1
1839,136,-1
2103,669,1
11361,147,1
10969,251,1
8345,1445,-1
4086,17,1
6983,644,1
9710,865,1
6125,92,1
3246,241,-1
12747,1534,1
2250,673,1
4795,567,1
12421,453,-1
6718,136,1
1850,1014,1
2291,855,1
7569,92,1
10382,185,1
7665,7,1
6761,126,1
7457,1127,1
11357,934,1
11270,1074,1
2898,278,1
5081,62,1
12591,836,1
6361,116,1
11636,92,1
3327,477,-1
8084,197,1
5933,194,1
3450,97,-1
2863,181,1
6826,5,1
2693,539,1
2661,479,1
4171,670,1
12479,147,1
11337,640,1
2871,280,1
1870,145,1
7559,85,1
7172,1108,1
7172,54,1
11802,354,1
9662,799,-1
2085,1452,1
7690,791,-1
7208,579,1
11865,801,1
1786,3,-1
3356,865,-1
3243,1435,1
12454,858,1
3893,234,1
2468,510,1
11569,125,-1
7116,655,1
9301,245,1
4291,1380,1
3743,640,1
5957,1395,1
11278,154,1
7371,35,1
10821,640,-1
7010,416,1
5819,4,1
1852,283,1
3704,670,-1
7524,17,1
6055,1706,1
11654,31,1
11965,165,1
3527,1014,1
6644,7,1
6294,190,1
6152,449,1
8701,1276,1
6545,997,1
5435,787,1
11656,920,1
4457,280,1
4734,21,1
10720,993,1
11716,236,1
8705,372,1
7732,10,1
7056,136,1
4395,934,1
10713,212,1
9311,565,-1
11389,1687,-1
3794,836,1
11066,64,1
3788,169,1
12546,295,1
11299,649,1
7468,223,1
3015,117,1
6795,28,1
6795,5,1
3677,343,1
11254,131,1
7327,147,1
7327,1706,1
7874,556,1
9188,116,1
6295,105,1
5460,299,1
6373,88,1
7975,997,1
6847,931,1
8483,640,1
11720,136,1
7646,640,1
7646,445,1
12643,105,-1
4582,364,1
2653,1337,1
3658,122,1
3211,386,1
8276,475,1
11501,1400,1
3140,55,1
4830,341,1
1874,865,1
2007,931,1
2886,1576,1
11093,551,1
11800,215,-1
6649,316,-1
10679,494,-1
7208,1051,1
6745,865,1
2883,127,1
3655,248,1
4895,454,1
6902,1113,1
7360,386,1
4676,882,1
3907,849,1
12784,729,1
9952,855,-1
12435,250,-1
12405,507,1
12405,234,1
10863,1052,1
11276,493,1
3554,948,1
6295,1540,-1
8999,863,1
7566,315,1
2905,18,1
12023,1461,1
3874,1203,1
7394,773,1
4576,32,1
2145,66,1
10965,926,1
2693,926,1
11274,4,-1
6043,878,1
2987,4,1
11441,93,1
4118,303,1
4927,1074,1
11329,1525,1
8232,789,1
12256,251,1
3188,418,-1
11821,195,1
3206,10,1
3206,20,1
11795,152,-1
8005,91,1
11399,6,1
8802,264,1
7463,1543,1
12581,436,1
3028,333,1
4271,93,1
3418,865,1
4599,195,1
11229,1431,1
8052,773,1
4017,782,1
2561,28,1
11865,509,1
2243,10,1
11958,136,1
7441,122,1
12231,161,1
7965,3,1
10073,397,1
2240,268,1
11591,1588,1
3562,934,1
6376,92,1
12547,1245,1
3363,36,1
12531,50,1
12325,51,1
5964,32,1
11205,1282,1
7449,670,1
3807,1127,-1
11953,37,-1
11953,41,-1
11181,3,1
3654,220,1
7640,343,-1
5328,92,1
11352,275,1
10579,1687,1
11435,346,1
11147,81,1
2442,22,1
11359,799,1
7650,799,1
6140,179,1
5785,449,1
5407,140,1
7417,370,1
7564,380,1
7972,378,1
3554,748,1
3209,1435,1
5166,20,1
5166,50,1
5166,14,1
10950,162,-1
3237,298,1
9243,1000,1
4759,88,1
6461,575,1
6461,94,1
9235,1043,1
6832,340,1
5830,37,1
5329,519,1
5387,547,1
4930,493,1
1809,154,1
12391,612,1
2826,122,1
5078,449,1
5654,98,1
5001,151,1
7126,1513,1
5821,7,1
6956,136,1
3813,14,1
12518,28,-1
5684,196,-1
10863,148,1
1738,962,1
11846,669,1
11210,1266,1
2251,10,1
5471,629,1
9580,865,1
11362,449,-1
8789,1290,1
4128,1389,1
5391,791,-1
10690,4,1
4524,1014,-1
9391,421,1
5111,14,1
3461,801,1
6561,88,1
2483,753,-1
11614,3,1
6163,198,1
4173,213,1
4100,300,1
12735,173,-1
4379,194,1
10919,346,1
6539,1127,1
6763,954,1
7053,103,-1
7266,146,1
7510,106,1
7510,731,1
2167,253,1
11481,404,1
5139,162,1
6487,304,1
3208,1525,-1
5858,1575,1
11423,439,1
11346,32,-1
11338,976,1
3823,136,1
2254,1159,1
3770,1061,-1
3770,185,1
5401,115,1
2303,1396,1
11536,1581,1
6755,1126,1
6783,782,1
7054,575,1
5192,439,1
10936,194,-1
11790,970,1
2666,81,-1
3909,988,1
6718,970,1
10605,1257,1
12442,799,-1
11627,205,1
1879,175,1
10266,870,1
3537,439,1
10751,439,1
7016,1477,1
11007,994,-1
11007,931,-1
2238,175,1
6765,869,1
8831,904,1
5074,705,1
10965,455,1
6391,295,1
12476,59,1
6459,435,1
2445,87,1
2195,1618,1
3559,114,-1
6487,179,1
6971,179,1
9742,119,-1
2267,37,-1
4637,443,1
10936,41,-1
11133,523,1
6326,1103,1
5960,601,1
12455,47,-1
6268,388,-1
3217,855,1
3624,855,-1
8691,69,1
5858,8,1
3142,4,1
6130,14,1
11338,1170,1
2571,177,1
7121,117,-1
6832,14,1
4442,296,1
12562,81,1
11712,126,-1
10408,985,-1
3454,878,1
5914,386,1
4981,469,1
4981,494,1
6543,179,1
4070,269,1
8380,8,1
3607,88,-1
7484,46,1
2252,76,1
2254,170,1
5288,36,1
7559,66,1
5998,92,1
11357,53,1
10338,66,1
7606,341,1
11222,17,1
10965,4,1
4735,4,1
5010,1579,-1
7942,136,1
3982,1009,-1
3982,28,-1
12523,119,1
2405,412,1
1941,86,1
3120,207,1
5806,1082,1
10891,494,-1
9235,501,1
11679,179,1
4494,845,-1
7084,439,1
6977,669,1
3680,798,1
5770,661,1
5182,105,1
12518,1447,1
1879,480,1
2734,43,-1
3553,136,1
11099,1448,-1
6650,1074,1
12552,1689,-1
5396,364,1
4600,1245,1
12728,896,1
6275,105,-1
4561,1257,1
11489,918,1
3328,83,1
11841,205,1
4840,290,1
2883,538,1
11539,970,1
6288,388,-1
6320,304,1
2299,1618,-1
4171,41,1
6201,23,1
11101,364,1
6069,83,1
5915,1503,1
12451,256,1
11752,670,1
10988,1449,1
10325,370,1
4295,1488,1
2849,177,1
10433,147,1
2930,92,1
2930,14,1
10780,172,1
1767,88,1
3276,195,1
4317,983,1
7351,4,1
7468,985,1
2593,86,1
3206,871,1
11814,190,1
11302,150,1
11329,921,1
11027,44,1
5294,1227,1
5964,419,1
4587,73,1
2242,73,1
7088,332,1
5225,20,1
9579,189,1
4301,305,1
11300,524,-1
5491,1061,1
7349,93,1
11460,6,1
7852,357,1
3661,136,1
2065,84,1
11536,672,1
8640,1709,1
2779,645,1
7665,1228,1
3053,1074,1
5191,1687,1
12624,221,1
3514,632,1
11769,164,1
7161,487,1
4582,798,1
6259,1088,1
3227,453,-1
6197,1170,1
1879,1311,1
5825,476,1
5804,27,1
11795,261,1
8229,136,1
2251,50,-1
2251,172,-1
6134,106,-1
6134,544,-1
11466,490,1
5225,418,1
11860,14,1
6671,5,1
1879,702,1
11043,282,1
4650,565,1
10456,336,1
11066,260,1
11133,260,1
6969,693,1
12660,5,1
12660,37,1
2238,493,1
8476,50,1
8300,1086,1
2736,505,1
12152,66,1
10738,878,1
4379,684,1
5332,81,1
12719,983,1
3189,236,1
4533,439,1
10600,88,1
8154,1108,1
4556,551,1
6256,522,1
5123,1485,1
4046,1206,1
11636,739,1
11880,913,1
3206,23,-1
3368,261,1
3957,931,1
4017,1014,1
3586,1386,1
6920,684,-1
7160,752,-1
2593,469,1
6445,679,1
3200,1100,1
3200,723,1
11963,115,1
9747,1687,1
4599,486,-1
4865,86,1
11642,41,1
11642,661,1
12659,299,1
11276,865,-1
5094,39,1
11027,891,1
5376,362,1
10833,295,1
5772,128,1
4502,1579,1
2223,125,1
6424,602,1
1879,733,1
12454,619,1
6303,310,1
7191,171,1
8645,44,1
11688,174,1
7717,190,1
5245,1057,1
5248,4,1
7405,4,1
2852,160,-1
2250,333,1
11423,1472,1
5957,333,1
3217,322,1
7975,514,1
3345,495,1
4989,972,1
5429,21,1
7433,494,-1
4661,792,1
1737,352,1
5191,245,1
3248,983,1
4136,1579,1
3347,1015,1
11826,364,1
11181,532,-1
6247,754,1
3935,259,1
12772,41,1
6173,839,1
11752,1615,1
6173,58,1
2233,1445,-1
3386,136,1
3314,5,-1
8537,638,1
10610,1717,-1
6002,315,1
12689,5,1
12689,37,1
9739,68,1
9739,255,1
9739,1616,1
9739,421,1
5957,5,-1
6207,79,1
2043,13,1
6717,606,1
5334,424,1
11581,6,1
10487,60,1
12606,588,1
6515,69,1
10842,1618,-1
5320,119,1
8994,669,-1
8010,668,1
2243,64,1
3257,955,1
7405,64,1
7391,305,1
2943,88,-1
11314,11,1
2250,64,1
11953,669,1
6023,424,1
6023,79,1
1952,59,-1
6615,449,1
9786,791,1
2616,1368,1
2921,50,-1
9747,50,-1
11258,126,1
11608,124,-1
6008,1083,1
11308,402,-1
8538,949,1
6613,1365,1
11363,857,1
8398,681,-1
1968,1287,1
4170,505,1
7606,3,1
11186,464,1
1863,59,1
6956,364,1
11353,4,1
2805,1108,1
7216,16,1
9470,221,1
8881,505,1
5504,62,1
3996,86,1
6817,747,1
12724,62,-1
